loan_id,loan_dates_year,loan_ammounts,loan_durations,loan_payments,loan_status,account_dates_yymd,transactions_number_per_account,last_transaction_date_per_account,transactions_last_balance_per_account,no_transactions_type_credit_per_account,no_transactions_type_withdrawal_per_account,avg_amount_of_transaction_credit_per_account,median_amount_of_transaction_credit_per_account,max_amount_of_transaction_credit_per_account,min_amount_of_transaction_credit_per_account,variance_amount_of_transaction_credit_per_account,avg_amount_of_transaction_withdrawal_per_account,median_amount_of_transaction_withdrawal_per_account,max_amount_of_transaction_withdrawal_per_account,min_amount_of_transaction_withdrawal_per_account,variance_amount_of_transaction_withdrawal_per_account,no_k_na_of_transaction_per_account,no_k_household_of_transaction_per_account,no_k_interest_credited_of_transaction_per_account,no_k_old_age_pension_of_transaction_per_account,no_k_insurrance_payment_of_transaction_per_account,no_k_payment_for_statement_of_transaction_per_account,no_k_sanction_interest_if_negative_balance_of_transaction_per_account,owner_gender_per_account,owner_birth_year_per_account,owner_district_n_inhab_per_account,owner_district_n_mun_inhab_0_499_per_account,owner_district_n_mun_inhab_500_1999_per_account,owner_district_n_mun_inhab_2000_9999_per_account,owner_district_n_mun_inhab_10000_inf_per_account,owner_district_n_cities_per_account,owner_district_ratio_urban_inhab_per_account,owner_district_average_salary_per_account,owner_district_unemploymant_95_per_account,owner_district_unemploymant_96_per_account,owner_district_n_enterp_per_1000_per_account,owner_district_n_crimes_95_per_account,owner_district_n_crimes_96_per_account
6732,96,174048,48,3626,1,951010,69,960913,54140.4,38,31,12971.8,5620.5,49461.0,146.2,245602442.1,14154.4,7200.0,46800.0,14.6,216071583.5,47,0,16,0,0,6,0,1,52,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
6613,96,84120,24,3505,1,960609,19,960920,63952.9,12,7,14356.9,13266.0,47952.0,65.8,223557560.9,15475.7,10800.0,36300.0,30.0,193766681.6,15,0,3,0,0,1,0,1,50,42821,4,13,5,1,3,48.4,8173,-1,7.01,124,-1,1358
7036,96,194940,36,5415,1,950615,91,960914,34212.3,38,53,15618.8,9214.0,48883.0,1.3,264382387.7,10552.9,5400.0,58700.0,14.6,164332036.4,64,0,15,0,0,12,0,0,64,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
5897,96,15192,24,633,1,941110,169,960919,17351.9,47,122,7555.3,2600.0,21513.0,72.8,61770577.4,2768.4,3103.0,14000.0,14.6,8619230.3,95,18,21,0,18,17,0,1,72,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
6995,96,96168,12,8014,1,950119,149,960925,3609.3,84,65,7330.1,213.2,46253.0,24.8,178416277.6,9417.2,8200.0,53500.0,30.0,99468663.8,76,0,57,0,0,16,0,1,72,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
5415,96,139464,36,3874,-1,950827,31,960920,65062.8,19,12,7729.6,166.3,36854.0,20.2,177973367.9,8766.7,6650.0,23400.0,400.0,52913888.9,19,0,12,0,0,0,0,0,58,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
7136,96,54396,36,1511,1,960321,23,960918,36208.8,14,9,4458.8,4998.0,11244.0,27.8,16714403.3,2912.7,2800.0,5400.0,14.6,3262674.9,17,0,5,0,0,1,0,0,39,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
7271,96,392460,60,6541,1,941124,143,960930,53245.1,46,97,20602.7,604.8,58870.0,43.2,479671281.9,9221.4,8100.0,35300.0,14.6,62488531.5,85,18,22,0,0,18,0,1,80,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
5375,96,101520,12,8460,1,960201,38,960930,16735.4,18,20,6132.8,2300.0,18513.0,33.0,41661393.3,4683.5,3468.0,10000.0,14.6,12818867.8,22,4,8,0,0,4,0,1,76,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5635,96,77184,36,2144,1,950311,77,961001,22446.0,36,41,15884.2,1726.8,48447.0,36.3,378702585.5,13399.6,3700.0,63600.0,14.6,310694223.9,52,0,16,0,0,9,0,1,54,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6817,96,70656,48,1472,1,960105,53,961001,22476.1,29,24,5128.6,178.5,22317.0,37.4,52687910.2,5260.5,3620.0,26080.0,14.6,36370579.1,26,4,18,0,0,5,0,0,52,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5923,96,64656,48,1347,1,960608,12,961007,44749.0,9,3,6738.8,5700.0,13609.0,62.9,40520721.8,5300.0,5600.0,5700.0,4600.0,246666.7,9,0,3,0,0,0,0,0,47,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
5329,96,396120,60,6602,1,950415,95,961008,88610.1,36,59,21574.0,20055.0,59415.0,79.1,482500816.1,11661.9,6300.0,37300.0,30.0,135093699.3,65,0,17,0,0,13,0,1,50,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
6644,96,93600,24,3900,1,951217,55,961014,26235.8,21,34,10912.8,900.0,45287.0,52.1,238535079.2,5968.6,3231.0,42900.0,14.6,91042978.8,31,5,10,0,5,4,0,0,72,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
6354,96,22968,36,638,1,960625,11,961012,38831.0,10,1,4243.1,4577.5,8200.0,16.3,15439684.6,3600.0,3600.0,3600.0,3600.0,0.0,8,0,3,0,0,0,0,1,50,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
5082,96,262980,60,4383,1,951021,56,961016,76081.3,24,32,10113.6,601.85,44022.0,66.3,211158259.1,5207.7,3500.0,22300.0,14.6,39111620.0,35,0,11,0,0,10,0,1,66,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
6585,96,372120,60,6202,1,950105,172,961026,46580.5,71,101,18717.6,17168.0,48768.0,27.1,258816573.7,12696.7,7600.0,63300.0,14.6,175859068.9,131,0,21,0,0,20,0,0,45,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
6921,96,86184,12,7182,1,960306,42,961028,43157.5,16,26,23035.9,21734.4,64642.0,105.0,543068322.3,12516.0,9200.0,50500.0,14.6,153709942.4,29,3,7,0,0,3,0,1,40,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
5366,96,86184,12,7182,1,960306,42,961028,39660.8,16,26,23036.1,21734.4,64642.0,105.0,543058965.5,12650.6,9200.0,50500.0,14.6,152130966.7,29,3,7,0,0,3,0,1,40,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
5886,96,192744,36,5354,1,960616,26,961015,36199.1,13,13,16504.3,10558.0,49871.0,16.8,296693675.7,14365.9,10600.0,34100.0,14.6,117772680.4,20,0,4,0,0,2,0,0,64,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5741,96,68544,24,2856,1,960219,54,961031,23759.8,17,37,14909.8,900.0,44342.0,48.2,253242107.3,6209.1,1600.0,34800.0,30.0,73231309.8,35,3,8,0,4,4,0,0,76,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
4996,96,88440,12,7370,1,960511,31,961031,78907.6,16,15,16852.5,14682.0,47976.0,116.9,277068815.5,12715.5,9300.0,35100.0,100.0,136979271.3,21,0,6,0,0,4,0,1,45,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
6015,96,110112,24,4588,1,951215,82,961102,106858.1,37,45,20542.0,25586.0,45549.0,105.0,264608024.2,14515.4,9292.0,52500.0,14.6,165114936.0,59,6,10,0,0,7,0,0,63,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
6309,96,110136,24,4589,1,950508,63,961108,40746.5,29,34,13368.3,2400.0,45640.0,83.5,281810815.0,10203.9,4891.0,60700.0,14.6,149449900.0,39,6,12,0,0,6,0,1,58,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
6073,96,276300,60,4605,1,950714,92,961111,27578.1,45,47,3480.2,3700.0,8888.0,23.2,8363193.3,2745.3,3480.0,5760.0,14.6,3117379.2,55,11,15,0,0,11,0,0,76,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
6006,96,359760,60,5996,1,950729,48,961110,39959.4,25,23,8558.2,1900.0,37346.0,21.9,149069909.1,7565.1,4710.0,51700.0,14.6,117839873.9,32,4,8,0,0,4,0,0,79,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
5611,96,321180,60,5353,1,960327,38,961108,51906.5,17,21,16276.9,1900.0,48180.0,17.7,296679600.3,11405.9,10124.0,34000.0,14.6,84163018.5,24,4,7,0,0,3,0,0,36,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
6944,96,46176,48,962,1,960607,17,961112,38725.1,11,6,8385.3,1000.0,18109.0,64.5,78850029.0,8918.8,10106.5,13400.0,700.0,16274373.5,12,1,4,0,0,0,0,0,66,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
7101,96,421008,48,8771,1,960119,50,961114,31168.0,22,28,10392.4,3000.0,31540.0,44.9,119109155.1,7052.3,8300.0,19100.0,14.6,27054730.0,30,6,9,0,0,5,0,0,53,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
6599,96,72120,12,6010,1,950314,102,961115,98631.7,40,62,19563.4,18530.5,54092.0,92.7,389464842.7,11030.7,6250.0,50700.0,14.6,131398293.3,68,0,19,0,0,15,0,1,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
6940,96,228276,36,6341,1,960609,20,961110,53707.9,13,7,7594.0,800.0,22288.0,66.5,65542204.0,6430.7,6700.0,9100.0,14.6,7938107.7,14,0,5,0,0,1,0,0,61,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
5209,96,182640,48,3805,1,960328,40,961123,23898.3,17,23,11558.9,900.0,34246.0,11.5,150091382.3,7504.5,7900.0,23900.0,14.6,45369929.9,27,3,7,0,0,3,0,1,42,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5388,96,61560,12,5130,1,960107,71,961113,20051.1,22,49,16171.6,15537.35,46166.0,79.1,265930673.0,6851.5,4900.0,30200.0,30.0,46486831.1,42,7,10,0,6,6,0,0,43,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
6011,96,179328,48,3736,1,960122,52,961117,36074.7,21,31,11922.3,4000.0,34960.0,35.6,149642289.6,6912.7,4930.0,23040.0,14.6,46268131.7,32,6,9,0,0,5,0,0,73,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
5591,96,155616,48,3242,1,960420,30,961203,24447.1,16,14,9343.2,1300.0,29176.0,35.6,108131872.7,8931.7,7800.0,21800.0,14.6,50411923.6,20,0,7,0,0,3,0,1,59,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
7154,96,417600,60,6960,1,951024,34,961203,58638.6,21,13,8001.9,361.8,36305.0,175.0,178010004.2,8415.4,3800.0,31700.0,100.0,93022840.2,20,0,13,0,0,1,0,0,70,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
7130,96,123408,24,5142,1,951123,65,961209,8357.1,25,40,7694.0,356.1,46000.0,67.5,126872367.6,4599.8,3020.0,27400.0,100.0,30585460.3,35,6,12,0,6,6,0,0,64,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
6818,96,155616,48,3242,1,950121,172,961211,60694.1,70,102,6448.6,179.75,26388.0,23.7,82405596.8,3830.5,2587.0,36960.0,14.6,24776261.4,92,18,44,0,0,18,0,1,71,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5625,96,222180,60,3703,-1,951129,59,961210,59578.8,28,31,13417.6,7859.5,44352.0,103.2,233076937.7,10197.2,5700.0,52600.0,14.6,145436923.1,41,0,12,0,0,6,0,0,39,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
6805,96,45024,48,938,1,960521,39,961217,38384.3,20,19,8544.9,167.8,31636.5,41.0,138320144.5,6974.4,2900.0,22100.0,14.6,56441005.1,22,3,12,0,0,2,0,1,57,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
7233,96,115812,36,3217,1,950520,124,961218,41878.1,51,73,16555.0,9842.0,49887.0,51.1,289056932.6,10992.1,3900.0,50800.0,14.6,149916550.4,88,0,19,0,0,17,0,0,53,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
7308,96,129408,24,5392,1,951014,107,961210,24199.5,29,78,8811.8,2900.0,24212.0,50.1,82149520.6,2965.9,515.0,16100.0,14.6,13395380.4,65,10,13,0,10,9,0,1,62,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
